reasonableness_class,atlas_row_index,nct_id,arm_group_id,arm_title,tissue_type,line_of_therapy,therapy_class,is_combination,biomarker,model_orr_pct,model_orr_pct_source,orr_endpoint_title,ctgov_outcome_title,ctgov_class_title,ctgov_category_title,ctgov_measurement_value,ctgov_measurement_denominator,ctgov_verified_orr_pct,used_by_n_target_rows,used_as_support_cells,target_surface_pair_ids,source_url,api_url
ctgov_verified_orr_like,3587,NCT00264004,OG001,AZD2171 30 mg No Anti HT,multiple_solid_tumors,2L+,targeted_therapy,False,no,9.375,ctgov,Objective Response Rate,Objective Response Rate,,,3,32.0,9.375,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00264004,https://clinicaltrials.gov/api/v2/studies/NCT00264004
ctgov_verified_orr_like,3588,NCT00264004,OG002,AZD2171 45 mg Anti HT,multiple_solid_tumors,2L+,targeted_therapy,False,no,6.66667,ctgov,Objective Response Rate,Objective Response Rate,,,2,30.0,6.666666666666667,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00264004,https://clinicaltrials.gov/api/v2/studies/NCT00264004
ctgov_verified_orr_like,3589,NCT00264004,OG003,AZD2171 45 mg No Anti HT,multiple_solid_tumors,2L+,targeted_therapy,False,no,8.82353,ctgov,Objective Response Rate,Objective Response Rate,,,3,34.0,8.823529411764707,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00264004,https://clinicaltrials.gov/api/v2/studies/NCT00264004
ctgov_verified_orr_like,3649,NCT01803269,OG002,Cohort C,sclc,1L,chemotherapy,False,no,0,ctgov,Response Rates According to Response Evaluation Criteria in Solid Tumors (RECIST) Version 1.1 (Cohort A),Response Rates According to Response Evaluation Criteria in Solid Tumors (RECIST) Version 1.1 (Cohort A),,,0,11.0,0.0,28,fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::gemcitabine;breast::paclitaxel;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::gemcitabine;ovarian::paclitaxel;ovarian::pemetrexed;pdac::fluorouracil;pdac::gemcitabine;prostate::mitoxantrone,https://clinicaltrials.gov/study/NCT01803269,https://clinicaltrials.gov/api/v2/studies/NCT01803269
ctgov_verified_orr_like,4222,NCT01303172,OG001,Control,pancreatic,localized_or_definitive,chemotherapy,False,no,2.85714,ctgov,Overall Response Rate (ORR).,Overall Response Rate (ORR).,Partial Response,,1,35.0,2.857142857142857,25,disease_therapy;fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::paclitaxel;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::paclitaxel;ovarian::pemetrexed;ovarian::topotecan;pdac::fluorouracil;prostate::mitoxantrone,https://clinicaltrials.gov/study/NCT01303172,https://clinicaltrials.gov/api/v2/studies/NCT01303172
ctgov_verified_orr_like,4232,NCT03562507,OG000__esk981_monotherapy_cohort_a_1efa99c3,ESK981 Monotherapy (Cohort A),renal,1L,targeted_therapy,False,no,0,ctgov,The Percentage of Patients That Respond to Treatment With ESK981 Monotherapy (Cohort A).,The Percentage of Patients That Respond to Treatment With ESK981 Monotherapy (Cohort A).,,,0,8.0,0.0,33,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT03562507,https://clinicaltrials.gov/api/v2/studies/NCT03562507
ctgov_verified_orr_like,4235,NCT00441467,OG000,Glufosfamide,sarcoma_gist_bone,2L+,chemotherapy,False,no,5.26316,ctgov,Objective Response Rate,Objective Response Rate,Partial response,,1,19.0,5.263157894736842,29,fallback_global_therapy;global_therapy,breast::docetaxel;breast::doxorubicin;breast::gemcitabine;breast::paclitaxel;crc::fluorouracil;crc::irinotecan;crc::oxaliplatin;crc::pemetrexed;crc::raltitrexed;gastric::irinotecan;gastric::pemetrexed;hnscc::methotrexate;nsclc::docetaxel;nsclc::epirubicin;nsclc::gemcitabine;nsclc::idarubicin;nsclc::irinotecan;nsclc::mitoxantrone;nsclc::paclitaxel;nsclc::pemetrexed;ovarian::altretamine;ovarian::docetaxel;ovarian::gemcitabine;ovarian::paclitaxel;ovarian::pemetrexed;ovarian::topotecan;pdac::fluorouracil;pdac::gemcitabine;prostate::mitoxantrone,https://clinicaltrials.gov/study/NCT00441467,https://clinicaltrials.gov/api/v2/studies/NCT00441467
ctgov_verified_orr_like,4251,NCT01147822,OG001,Sunitinib 50 mg,renal,1L,targeted_therapy,False,no,21,ctgov,Overall Response Rate (ORR) as Assessed by Independent Review,Overall Response Rate (ORR) as Assessed by Independent Review,,,21,179.0,21.0,27,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT01147822,https://clinicaltrials.gov/api/v2/studies/NCT01147822
ctgov_verified_orr_like,4252,NCT00094094,OG000,Axitinib,nsclc,2L+,targeted_therapy,False,no,9.4,ctgov,Percentage of Participants With Objective Response (OR),Percentage of Participants With Objective Response (OR),,,9.4,32.0,9.4,33,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00094094,https://clinicaltrials.gov/api/v2/studies/NCT00094094
ctgov_verified_orr_like,4482,NCT00338884,OG000,Sunitinib,renal,1L,targeted_therapy,False,no,35.3448,ctgov,Number of Subjects With Overall Confirmed Objective Response (OR),Number of Subjects With Overall Confirmed Objective Response (OR),,,41,116.0,35.3448275862069,27,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00338884,https://clinicaltrials.gov/api/v2/studies/NCT00338884
reviewed_keep_ctgov_measure_is_cr_pr_or_zero_response,4693,NCT00087685,OG000,RAD001,endometrial_uterine,2L+,targeted_therapy,False,no,0,ctgov,Number of Participants With Objective Response Plus Stable Disease Rate (CR + PR + SD),Number of Participants With Objective Response Plus Stable Disease Rate (CR + PR + SD),Complete Response (CR),,0,31.0,0.0,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00087685,https://clinicaltrials.gov/api/v2/studies/NCT00087685
exclude_in_strict_orr_sensitivity,4782,NCT01121562,OG000,Sunitinib,pancreatic,advanced_or_metastatic_line_unspecified,targeted_therapy,False,no,75,ctgov,Clinical Benefit Response Rate (CBR),Clinical Benefit Response Rate (CBR),,,75.0,12.0,75.0,27,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT01121562,https://clinicaltrials.gov/api/v2/studies/NCT01121562
ctgov_verified_orr_like,5059,NCT01898598,OG000,Vismodegib,skin_nonmelanoma,1L,targeted_therapy,False,no,18.2,ctgov,Percentage of Participants With Clinical Response,Percentage of Participants With Clinical Response,,,18.2,11.0,18.2,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT01898598,https://clinicaltrials.gov/api/v2/studies/NCT01898598
ctgov_verified_orr_like,5575,NCT02220855,OG000,BKM120,thymic,1L,targeted_therapy,False,no,7.1,ctgov,Percent of Patients With Objective Response,Percent of Patients With Objective Response,,,7.1,14.0,7.1,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT02220855,https://clinicaltrials.gov/api/v2/studies/NCT02220855
ctgov_verified_orr_like,5756,NCT00101400,OG000,"Sorafenib (Nexavar, BAY43-9006)",breast,adjuvant,targeted_therapy,False,no,1.85185,ctgov,Number of Subjects With Response (Complete or Partial),Number of Subjects With Response (Complete or Partial),Partial response (PR),,1,54.0,1.8518518518518516,33,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00101400,https://clinicaltrials.gov/api/v2/studies/NCT00101400
ctgov_verified_orr_like,5826,NCT00415363,OG000,Enzastaurin,nsclc,maintenance,targeted_therapy,False,no,0,ctgov,Overall Response (OR) to Treatment of Extra-cranial Tumor Lesions by Percentage of Participants,Overall Response (OR) to Treatment of Extra-cranial Tumor Lesions by Percentage of Participants,Complete Response,,0,41.0,0.0,33,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT00415363,https://clinicaltrials.gov/api/v2/studies/NCT00415363
ctgov_verified_orr_like,5842,NCT03682055,OG000,Cohort 1 (Phase 1 Accelerated Titration),head_neck,2L+,targeted_therapy,False,no,0,ctgov,Phase 1 Dose Escalation and Dose Expansion Cohorts: ORR,Phase 1 Dose Escalation and Dose Expansion Cohorts: ORR,,Partial Response,0,1.0,0.0,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT03682055,https://clinicaltrials.gov/api/v2/studies/NCT03682055
ctgov_verified_orr_like,5843,NCT03682055,OG001,Cohort 2 (Phase 1 Accelerated Titration),head_neck,2L+,targeted_therapy,False,no,0,ctgov,Phase 1 Dose Escalation and Dose Expansion Cohorts: ORR,Phase 1 Dose Escalation and Dose Expansion Cohorts: ORR,,Partial Response,0,1.0,0.0,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT03682055,https://clinicaltrials.gov/api/v2/studies/NCT03682055
ctgov_verified_orr_like,5844,NCT03682055,OG002,Cohort 3 (Phase 1 Accelerated Titration),head_neck,2L+,targeted_therapy,False,no,0,ctgov,Phase 1 Dose Escalation and Dose Expansion Cohorts: ORR,Phase 1 Dose Escalation and Dose Expansion Cohorts: ORR,,Partial Response,0,1.0,0.0,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT03682055,https://clinicaltrials.gov/api/v2/studies/NCT03682055
ctgov_verified_orr_like,5845,NCT03682055,OG003,Cohort 4 (Phase 1 Accelerated Titration),head_neck,2L+,targeted_therapy,False,no,0,ctgov,Phase 1 Dose Escalation and Dose Expansion Cohorts: ORR,Phase 1 Dose Escalation and Dose Expansion Cohorts: ORR,,Partial Response,0,2.0,0.0,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT03682055,https://clinicaltrials.gov/api/v2/studies/NCT03682055
ctgov_verified_orr_like,5846,NCT03682055,OG004,Cohort 5 (Phase 1 Accelerated Titration),head_neck,2L+,targeted_therapy,False,no,0,ctgov,Phase 1 Dose Escalation and Dose Expansion Cohorts: ORR,Phase 1 Dose Escalation and Dose Expansion Cohorts: ORR,,Partial Response,0,1.0,0.0,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,https://clinicaltrials.gov/study/NCT03682055,https://clinicaltrials.gov/api/v2/studies/NCT03682055
