atlas_row_index,nct_id,source_url,api_url,brief_title,tissue_type,line_of_therapy,biomarker,arm_group_id,ctgov_result_group_ids,ctgov_result_group_titles,arm_title,arm_description,interventions,regimen,therapy_class,is_combination,orr_pct,orr_n,orr_denom,orr_endpoint_title,orr_time_frame,model_orr_pct,model_orr_pct_source,model_orr_pct_pmid,pubmed_orr_pct,pubmed_orr_pct_pmid,used_by_n_target_rows,used_as_support_cells,target_surface_pair_ids,ctgov_audit_status,ctgov_verified_orr_pct,ctgov_value_delta,ctgov_outcome_title,ctgov_outcome_type,ctgov_outcome_time_frame,ctgov_param_type,ctgov_unit_of_measure,ctgov_class_title,ctgov_category_title,ctgov_group_id,ctgov_group_title,ctgov_measurement_value,ctgov_measurement_denominator,ctgov_measurement_pct,ctgov_lower_limit,ctgov_upper_limit,ctgov_citation,ctgov_api_citation,ctgov_retrieved_date,ctgov_audit_note
5059,NCT01898598,https://clinicaltrials.gov/study/NCT01898598,https://clinicaltrials.gov/api/v2/studies/NCT01898598,A Study of Vismodegib With Surgery in Participants With Previously Untreated Basal Cell Carcinoma,skin_nonmelanoma,1L,no,OG000,OG000,Vismodegib,Vismodegib,Participants will receive vismodegib 150 milligrams (mg) capsule orally once daily for 12 weeks.,Vismodegib,Vismodegib | Participants will receive vismodegib 150 milligrams (mg) capsule orally once daily for 12 weeks.,targeted_therapy,False,18.2,18.2,11,Percentage of Participants With Clinical Response,MMS visit (Week 12-14),18.2,ctgov,,,,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,18.2,0.0,Percentage of Participants With Clinical Response,SECONDARY,MMS visit (Week 12-14),NUMBER,Percentage of participants,,,OG000,Vismodegib,18.2,11.0,18.2,2.3,51.8,https://clinicaltrials.gov/study/NCT01898598,https://clinicaltrials.gov/api/v2/studies/NCT01898598,2026-06-03,
5575,NCT02220855,https://clinicaltrials.gov/study/NCT02220855,https://clinicaltrials.gov/api/v2/studies/NCT02220855,A Study of BKM120 (Buparlisib) in Relapsed or Refractory Thymomas,thymic,1L,no,OG000,OG000,BKM120,BKM120,"BKM120, 100mg capsule for oral use, taken once daily for two or more months for a maximum of one year. Each cycle is 28 days.",BKM120,"BKM120 | BKM120, 100mg capsule for oral use, taken once daily for two or more months for a maximum of one year. Each cycle is 28 days.",targeted_therapy,False,7.1,7.1,14,Percent of Patients With Objective Response,up to three years,7.1,ctgov,,,,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,7.1,0.0,Percent of Patients With Objective Response,PRIMARY,up to three years,NUMBER,percentage of participants,,,OG000,BKM120,7.1,14.0,7.1,0.2,33.9,https://clinicaltrials.gov/study/NCT02220855,https://clinicaltrials.gov/api/v2/studies/NCT02220855,2026-06-03,
5756,NCT00101400,https://clinicaltrials.gov/study/NCT00101400,https://clinicaltrials.gov/api/v2/studies/NCT00101400,BAY43-9006 - Phase II in Advanced Breast Cancer,breast,adjuvant,no,OG000,OG000,"Sorafenib (Nexavar, BAY43-9006)","Sorafenib (Nexavar, BAY43-9006)",Sorafenib 400 mg administered twice daily (b.i.d.),"Sorafenib (Nexavar, BAY43-9006)","Sorafenib (Nexavar, BAY43-9006) | Sorafenib 400 mg administered twice daily (b.i.d.)",targeted_therapy,False,1.85185,1,54,Number of Subjects With Response (Complete or Partial),Until 30 days after termination of active therapy,1.85185,ctgov,,,,33,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,1.8518518518518516,1.8518518516419391e-06,Number of Subjects With Response (Complete or Partial),PRIMARY,Until 30 days after termination of active therapy,NUMBER,participants,Partial response (PR),,OG000,"Sorafenib (Nexavar, BAY43-9006)",1,54.0,1.8518518518518516,,,https://clinicaltrials.gov/study/NCT00101400,https://clinicaltrials.gov/api/v2/studies/NCT00101400,2026-06-03,
5826,NCT00415363,https://clinicaltrials.gov/study/NCT00415363,https://clinicaltrials.gov/api/v2/studies/NCT00415363,"Study of Enzastaurin Versus Placebo in the Treatment of Patients With Brain Metastases of Lung Cancer, After Whole Brain Radiation Therapy",nsclc,maintenance,no,OG000,OG000,Enzastaurin,Enzastaurin,"Enzastaurin delivered as 1125 mg loading dose then 500 mg, oral, daily, until disease progression",enzastaurin,"Enzastaurin | Enzastaurin delivered as 1125 mg loading dose then 500 mg, oral, daily, until disease progression | enzastaurin",targeted_therapy,False,0,0,41,Overall Response (OR) to Treatment of Extra-cranial Tumor Lesions by Percentage of Participants,Baseline to measured progressive disease (up to 27.2 months),0,ctgov,,,,33,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,0.0,0.0,Overall Response (OR) to Treatment of Extra-cranial Tumor Lesions by Percentage of Participants,SECONDARY,Baseline to measured progressive disease (up to 27.2 months),NUMBER,percentage of participants,Complete Response,,OG000,Enzastaurin,0,41.0,0.0,0,8.6,https://clinicaltrials.gov/study/NCT00415363,https://clinicaltrials.gov/api/v2/studies/NCT00415363,2026-06-03,
5842,NCT03682055,https://clinicaltrials.gov/study/NCT03682055,https://clinicaltrials.gov/api/v2/studies/NCT03682055,Phase 1/2a Study of VK-2019 in Patients With Epstein-Barr Virus (EBV)-Positive Nasopharyngeal Carcinoma (NPC),head_neck,2L+,no,OG000,OG000,Cohort 1 (Phase 1 Accelerated Titration),Cohort 1 (Phase 1 Accelerated Titration),60 mg QD,VK-2019,Cohort 1 (Phase 1 Accelerated Titration) | 60 mg QD | VK-2019,targeted_therapy,False,0,0,1,Phase 1 Dose Escalation and Dose Expansion Cohorts: ORR,24 months,0,ctgov,,,,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,0.0,0.0,Phase 1 Dose Escalation and Dose Expansion Cohorts: ORR,SECONDARY,24 months,COUNT_OF_PARTICIPANTS,Participants,,Partial Response,OG000,Cohort 1 (Phase 1 Accelerated Titration),0,1.0,0.0,,,https://clinicaltrials.gov/study/NCT03682055,https://clinicaltrials.gov/api/v2/studies/NCT03682055,2026-06-03,
5843,NCT03682055,https://clinicaltrials.gov/study/NCT03682055,https://clinicaltrials.gov/api/v2/studies/NCT03682055,Phase 1/2a Study of VK-2019 in Patients With Epstein-Barr Virus (EBV)-Positive Nasopharyngeal Carcinoma (NPC),head_neck,2L+,no,OG001,OG001,Cohort 2 (Phase 1 Accelerated Titration),Cohort 2 (Phase 1 Accelerated Titration),120 mg QD,VK-2019,Cohort 2 (Phase 1 Accelerated Titration) | 120 mg QD | VK-2019,targeted_therapy,False,0,0,1,Phase 1 Dose Escalation and Dose Expansion Cohorts: ORR,24 months,0,ctgov,,,,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,0.0,0.0,Phase 1 Dose Escalation and Dose Expansion Cohorts: ORR,SECONDARY,24 months,COUNT_OF_PARTICIPANTS,Participants,,Partial Response,OG001,Cohort 2 (Phase 1 Accelerated Titration),0,1.0,0.0,,,https://clinicaltrials.gov/study/NCT03682055,https://clinicaltrials.gov/api/v2/studies/NCT03682055,2026-06-03,
5844,NCT03682055,https://clinicaltrials.gov/study/NCT03682055,https://clinicaltrials.gov/api/v2/studies/NCT03682055,Phase 1/2a Study of VK-2019 in Patients With Epstein-Barr Virus (EBV)-Positive Nasopharyngeal Carcinoma (NPC),head_neck,2L+,no,OG002,OG002,Cohort 3 (Phase 1 Accelerated Titration),Cohort 3 (Phase 1 Accelerated Titration),230 mg QD,VK-2019,Cohort 3 (Phase 1 Accelerated Titration) | 230 mg QD | VK-2019,targeted_therapy,False,0,0,1,Phase 1 Dose Escalation and Dose Expansion Cohorts: ORR,24 months,0,ctgov,,,,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,0.0,0.0,Phase 1 Dose Escalation and Dose Expansion Cohorts: ORR,SECONDARY,24 months,COUNT_OF_PARTICIPANTS,Participants,,Partial Response,OG002,Cohort 3 (Phase 1 Accelerated Titration),0,1.0,0.0,,,https://clinicaltrials.gov/study/NCT03682055,https://clinicaltrials.gov/api/v2/studies/NCT03682055,2026-06-03,
5845,NCT03682055,https://clinicaltrials.gov/study/NCT03682055,https://clinicaltrials.gov/api/v2/studies/NCT03682055,Phase 1/2a Study of VK-2019 in Patients With Epstein-Barr Virus (EBV)-Positive Nasopharyngeal Carcinoma (NPC),head_neck,2L+,no,OG003,OG003,Cohort 4 (Phase 1 Accelerated Titration),Cohort 4 (Phase 1 Accelerated Titration),460 mg QD,VK-2019,Cohort 4 (Phase 1 Accelerated Titration) | 460 mg QD | VK-2019,targeted_therapy,False,0,0,2,Phase 1 Dose Escalation and Dose Expansion Cohorts: ORR,24 months,0,ctgov,,,,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,0.0,0.0,Phase 1 Dose Escalation and Dose Expansion Cohorts: ORR,SECONDARY,24 months,COUNT_OF_PARTICIPANTS,Participants,,Partial Response,OG003,Cohort 4 (Phase 1 Accelerated Titration),0,2.0,0.0,,,https://clinicaltrials.gov/study/NCT03682055,https://clinicaltrials.gov/api/v2/studies/NCT03682055,2026-06-03,
5846,NCT03682055,https://clinicaltrials.gov/study/NCT03682055,https://clinicaltrials.gov/api/v2/studies/NCT03682055,Phase 1/2a Study of VK-2019 in Patients With Epstein-Barr Virus (EBV)-Positive Nasopharyngeal Carcinoma (NPC),head_neck,2L+,no,OG004,OG004,Cohort 5 (Phase 1 Accelerated Titration),Cohort 5 (Phase 1 Accelerated Titration),920 mg QD,VK-2019,Cohort 5 (Phase 1 Accelerated Titration) | 920 mg QD | VK-2019,targeted_therapy,False,0,0,1,Phase 1 Dose Escalation and Dose Expansion Cohorts: ORR,24 months,0,ctgov,,,,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,0.0,0.0,Phase 1 Dose Escalation and Dose Expansion Cohorts: ORR,SECONDARY,24 months,COUNT_OF_PARTICIPANTS,Participants,,Partial Response,OG004,Cohort 5 (Phase 1 Accelerated Titration),0,1.0,0.0,,,https://clinicaltrials.gov/study/NCT03682055,https://clinicaltrials.gov/api/v2/studies/NCT03682055,2026-06-03,
5847,NCT03682055,https://clinicaltrials.gov/study/NCT03682055,https://clinicaltrials.gov/api/v2/studies/NCT03682055,Phase 1/2a Study of VK-2019 in Patients With Epstein-Barr Virus (EBV)-Positive Nasopharyngeal Carcinoma (NPC),head_neck,2L+,no,OG005,OG005,Cohort 6 (Phase 1 Rolling 6),Cohort 6 (Phase 1 Rolling 6),1800 mg QD,VK-2019,Cohort 6 (Phase 1 Rolling 6) | 1800 mg QD | VK-2019,targeted_therapy,False,0,0,3,Phase 1 Dose Escalation and Dose Expansion Cohorts: ORR,24 months,0,ctgov,,,,33,global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,0.0,0.0,Phase 1 Dose Escalation and Dose Expansion Cohorts: ORR,SECONDARY,24 months,COUNT_OF_PARTICIPANTS,Participants,,Partial Response,OG005,Cohort 6 (Phase 1 Rolling 6),0,3.0,0.0,,,https://clinicaltrials.gov/study/NCT03682055,https://clinicaltrials.gov/api/v2/studies/NCT03682055,2026-06-03,
5894,NCT00664326,https://clinicaltrials.gov/study/NCT00664326,https://clinicaltrials.gov/api/v2/studies/NCT00664326,A Phase II Uncontrolled Study of BAY73-4506 in Previously Untreated Patients With Metastatic or Unresectable RCC,renal,1L,no,OG000,OG000,"Regorafenib (Stivarga, BAY73-4506)","Regorafenib (Stivarga, BAY73-4506)",Participants received Regorafenib 160 mg per os (po) every day (qd) for 3 weeks on 1 week off of every 4 week cycle,"Regorafenib (Stivarga, BAY73-4506)","Regorafenib (Stivarga, BAY73-4506) | Participants received Regorafenib 160 mg per os (po) every day (qd) for 3 weeks on 1 week off of every 4 week cycle",targeted_therapy,False,65.2083,31.3,48,Tumor Response,"From start of treatment of the first participant until database cut-off approximately 13 months later (13May2008 - 31May2009). Assessed every 8 weeks for 6 months, then every 12 weeks",65.2083,ctgov,,,,30,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::lapatinib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::lapatinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,65.20833333333333,3.3333333334439885e-05,Tumor Response,PRIMARY,"From start of treatment of the first participant until database cut-off approximately 13 months later (13May2008 - 31May2009). Assessed every 8 weeks for 6 months, then every 12 weeks",NUMBER,Percentage of participants,Aggregate response categories,Complete Response (CR); Partial Response (PR),OG000,"Regorafenib (Stivarga, BAY73-4506)",31.3,48.0,65.20833333333333,,,https://clinicaltrials.gov/study/NCT00664326,https://clinicaltrials.gov/api/v2/studies/NCT00664326,2026-06-03,
6201,NCT00073008,https://clinicaltrials.gov/study/NCT00073008,https://clinicaltrials.gov/api/v2/studies/NCT00073008,A Study Of Oral GW572016 In Advanced Or Metastatic Non-Small Cell Lung Cancer,nsclc,2L,no,OG000,OG000,Lapatinib 1500 mg QD,Lapatinib 1500 mg QD,Oral lapatinib 1500 mg once daily (QD),GW572016 (lapatinib),Lapatinib 1500 mg QD | Oral lapatinib 1500 mg once daily (QD) | GW572016 (lapatinib),targeted_therapy,False,0,0,24,Tumor Response in the Targeted Population Through the End of Treatment,Baseline and then every 8 weeks through end of treatment,0,ctgov,,,,31,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,0.0,0.0,Tumor Response in the Targeted Population Through the End of Treatment,PRIMARY,Baseline and then every 8 weeks through end of treatment,NUMBER,participants,Complete response,,OG000,Lapatinib 1500 mg QD,0,24.0,0.0,,,https://clinicaltrials.gov/study/NCT00073008,https://clinicaltrials.gov/api/v2/studies/NCT00073008,2026-06-03,
6202,NCT00073008,https://clinicaltrials.gov/study/NCT00073008,https://clinicaltrials.gov/api/v2/studies/NCT00073008,A Study Of Oral GW572016 In Advanced Or Metastatic Non-Small Cell Lung Cancer,nsclc,2L,no,OG001,OG001,Lapatinib 500 mg BID,Lapatinib 500 mg BID,Oral lapatinib 500 mg twice daily (BID),GW572016 (lapatinib),Lapatinib 500 mg BID | Oral lapatinib 500 mg twice daily (BID) | GW572016 (lapatinib),targeted_therapy,False,0,0,32,Tumor Response in the Targeted Population Through the End of Treatment,Baseline and then every 8 weeks through end of treatment,0,ctgov,,,,31,disease_therapy;global_therapy,breast::bortezomib;breast::erlotinib;breast::gefitinib;breast::sunitinib;crc::bortezomib;crc::cabozantinib;crc::gefitinib;crc::regorafenib;crc::sunitinib;gastric::erlotinib;gastric::everolimus;gastric::regorafenib;gastric::sunitinib;nsclc::afatinib;nsclc::bortezomib;nsclc::erlotinib;nsclc::gefitinib;nsclc::vandetanib;nsclc::volasertib;ovarian::bortezomib;ovarian::sunitinib;ovarian::temsirolimus;pdac::abemaciclib;pdac::erlotinib;pdac::sunitinib;rcc::belzutifan;rcc::cabozantinib;rcc::everolimus;rcc::regorafenib;rcc::sunitinib;rcc::temsirolimus,ctgov_verified_match,0.0,0.0,Tumor Response in the Targeted Population Through the End of Treatment,PRIMARY,Baseline and then every 8 weeks through end of treatment,NUMBER,participants,Complete response,,OG001,Lapatinib 500 mg BID,0,32.0,0.0,,,https://clinicaltrials.gov/study/NCT00073008,https://clinicaltrials.gov/api/v2/studies/NCT00073008,2026-06-03,
